ID,Education,Marital_Status,Age,Age_Group,Income,Income_Group,Response,Total_Spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
5236,Graduation,Together,46,46-60,77568.0,High,0,2194,1230,0,396,232,178,158
5723,PhD,Together,49,46-60,49187.0,Mid,0,116,81,1,31,2,1,0
1710,Graduation,Single,47,46-60,30168.0,Mid,0,279,154,20,66,0,12,27
1970,Master,Together,57,46-60,34053.0,Mid,0,103,63,0,21,7,0,12
5313,Master,Married,54,46-60,38196.0,Mid,0,44,30,0,11,0,0,3
10634,Master,Married,74,61-80,59412.0,Mid,0,406,90,67,165,30,43,11
7010,2n Cycle,Married,60,46-60,70924.0,High,0,1363,635,114,254,132,152,76
8562,Graduation,Together,56,46-60,54165.0,Mid,0,236,127,4,73,15,6,11
3158,Graduation,Married,52,46-60,32300.0,Mid,0,39,13,3,6,6,5,6
4436,Graduation,Single,49,46-60,20180.0,Low,0,137,18,42,24,15,20,18
5287,Graduation,Married,52,46-60,34961.0,Mid,0,79,45,2,26,4,1,1
2445,PhD,Together,51,46-60,28440.0,Low,0,63,38,1,24,0,0,0
6059,PhD,Together,72,61-80,64504.0,High,1,1314,986,36,168,16,0,108
4550,Master,Together,59,46-60,33564.0,Mid,0,71,61,0,3,0,0,7
4240,Graduation,Married,47,46-60,17345.0,Low,0,58,4,9,16,17,0,12
8911,PhD,Married,58,46-60,56320.0,Mid,0,702,201,53,172,116,77,83
3706,Graduation,Single,47,46-60,28647.0,Low,1,94,19,8,29,0,12,26
3628,Basic,Single,38,31-45,15038.0,Low,0,80,4,8,11,19,12,26
10175,PhD,Divorced,67,61-80,32173.0,Mid,0,22,18,0,2,0,0,2
8985,2n Cycle,Together,61,61-80,68316.0,High,0,1211,806,80,161,120,11,33
5204,Graduation,Together,54,46-60,74538.0,High,1,1461,380,98,733,110,112,28
9220,Graduation,Single,54,46-60,91700.0,Very High,1,1968,576,172,961,125,115,19
9888,Graduation,Together,56,46-60,68695.0,High,0,1091,458,81,356,106,50,40
5263,2n Cycle,Married,48,46-60,31056.0,Mid,0,55,5,10,13,3,8,16
1020,Graduation,Married,52,46-60,79593.0,High,0,1366,350,60,568,110,133,145
9503,Graduation,Single,45,31-45,28071.0,Low,0,313,39,33,130,41,26,44
10613,PhD,Together,67,61-80,37334.0,Mid,0,62,26,1,16,2,2,15
67,Master,Single,53,46-60,46423.0,Mid,0,92,68,0,16,0,0,8
6019,PhD,Married,54,46-60,37126.0,Mid,1,72,45,3,9,4,4,7
5863,Graduation,Married,72,61-80,47703.0,Mid,0,655,359,0,134,13,26,123
3717,Graduation,Married,66,61-80,61180.0,High,0,704,403,24,29,6,24,218
6730,Graduation,Married,71,61-80,38998.0,Mid,0,54,34,1,14,0,0,5
10749,Graduation,Single,34,31-45,8028.0,Low,0,178,73,18,66,7,12,2
4998,Graduation,Together,63,61-80,76081.0,High,0,1033,292,30,415,63,33,200
6287,Graduation,Together,39,31-45,34728.0,Mid,1,36,14,0,16,0,0,6
5985,Master,Single,60,46-60,33168.0,Mid,0,122,80,1,37,0,1,3
4754,Master,Married,59,46-60,33585.0,Mid,0,122,30,11,33,13,6,29
4002,PhD,Married,65,61-80,77037.0,High,0,1123,463,96,333,168,53,10
8870,Graduation,Together,41,31-45,35196.0,Mid,1,497,75,12,141,43,39,187
966,Graduation,Married,59,46-60,44529.0,Mid,0,691,538,13,91,17,6,26
4767,2n Cycle,Married,60,46-60,70924.0,High,0,1363,635,114,254,132,152,76
9725,PhD,Together,59,46-60,28764.0,Low,0,12,8,0,3,0,0,1
4475,PhD,Married,76,61-80,69098.0,High,0,2440,1315,22,780,145,0,178
5740,2n Cycle,Divorced,55,46-60,25959.0,Low,1,56,4,2,12,7,5,26
5731,Master,Married,42,31-45,27100.0,Low,0,37,12,0,13,2,0,10
7290,Graduation,Single,40,31-45,70596.0,High,0,968,347,44,534,17,0,26
3846,Graduation,Married,51,46-60,42557.0,Mid,0,270,192,5,53,0,5,15
8104,PhD,Married,74,61-80,53312.0,Mid,0,278,241,0,12,0,0,25
4507,Graduation,Single,73,61-80,72228.0,High,0,1250,631,28,491,30,14,56
11013,Graduation,Together,38,31-45,67605.0,High,0,938,336,28,282,184,54,54
4491,Master,Married,76,61-80,62845.0,High,0,1178,1099,0,45,0,0,34
3759,Graduation,Together,67,61-80,65196.0,High,0,1155,743,19,181,12,0,200
1162,PhD,Single,38,31-45,42000.0,Mid,1,653,124,83,267,85,59,35
2055,PhD,Divorced,52,46-60,35860.0,Mid,0,49,15,0,8,4,2,20
10766,PhD,Married,61,61-80,65526.0,High,0,506,397,19,69,12,0,9
4415,Graduation,Married,64,61-80,16860.0,Low,0,38,10,4,4,3,3,14
3005,Graduation,Single,33,31-45,83528.0,High,1,1650,530,117,678,134,44,147
2223,2n Cycle,Divorced,60,46-60,64176.0,High,0,1826,1215,33,249,64,116,149
4817,Graduation,Divorced,69,61-80,22304.0,Low,0,18,3,2,7,0,4,2
2875,Graduation,Married,47,46-60,67023.0,High,0,906,444,44,382,11,8,17
10536,PhD,Together,54,46-60,32892.0,Mid,0,46,26,0,15,2,1,2
11112,Graduation,Together,59,46-60,70713.0,High,0,1477,736,114,279,82,76,190
3807,Graduation,Together,70,61-80,59925.0,Mid,0,766,473,21,176,19,21,56
9197,Graduation,Married,72,61-80,39722.0,Mid,0,47,32,0,5,2,0,8
10832,Graduation,Together,67,61-80,46610.0,Mid,0,467,288,10,30,4,10,125
6421,Graduation,Together,64,61-80,88347.0,High,0,2116,1050,178,555,77,138,118
4207,PhD,Married,44,31-45,87171.0,High,0,1298,1001,44,107,58,44,44
577,2n Cycle,Together,49,46-60,26907.0,Low,0,22,9,1,7,0,3,2
10855,Master,Single,57,46-60,50014.0,Mid,0,396,234,14,77,19,10,42
3081,PhD,Married,47,46-60,41014.0,Mid,0,20,7,2,6,2,0,3
3535,Graduation,Single,60,46-60,66294.0,High,0,967,251,108,334,65,92,117
247,Graduation,Married,54,46-60,36715.0,Mid,1,357,172,10,125,21,13,16
8707,Graduation,Married,69,61-80,79456.0,High,1,1401,565,42,548,64,83,99
9523,Graduation,Together,43,31-45,40479.0,Mid,0,15,5,0,8,2,0,0
6072,Master,Single,55,46-60,75345.0,High,1,2087,918,57,842,99,38,133
6295,Graduation,Married,48,46-60,54233.0,Mid,0,981,652,8,158,21,0,142
10914,Graduation,Single,55,46-60,24163.0,Low,0,17,4,1,7,2,1,2
1509,PhD,Together,67,61-80,84460.0,High,1,523,152,27,103,106,54,81
5577,Graduation,Together,42,31-45,43776.0,Mid,0,23,8,0,9,2,1,3
7348,PhD,Single,67,61-80,71691.0,High,1,1192,336,130,411,240,32,43
1127,PhD,Married,52,46-60,85844.0,High,0,1958,938,19,843,25,95,38
1833,PhD,Single,51,46-60,39190.0,Mid,0,133,68,8,18,19,8,12
4944,Graduation,Together,66,61-80,71367.0,High,0,777,227,23,389,42,21,75
9080,PhD,Single,53,46-60,38578.0,Mid,0,73,38,4,22,3,3,3
6466,PhD,Married,60,46-60,57236.0,Mid,0,121,105,0,9,2,1,4
9964,Graduation,Single,46,46-60,61825.0,High,0,424,162,50,100,55,30,27
4790,Graduation,Divorced,67,61-80,79803.0,High,0,868,574,8,216,21,16,33
10245,2n Cycle,Single,39,31-45,80910.0,High,0,756,160,80,369,67,39,41
1109,Master,Together,43,31-45,27590.0,Low,0,12,6,0,5,0,0,1
6001,Graduation,Married,46,46-60,56775.0,Mid,0,937,614,35,160,58,35,35
5538,Graduation,Divorced,50,46-60,83829.0,High,1,1862,897,161,430,186,161,27
10552,2n Cycle,Married,46,46-60,54210.0,Mid,0,367,70,54,109,80,9,45
1545,Graduation,Married,39,31-45,38508.0,Mid,0,443,120,19,206,25,19,54
7409,Graduation,Together,55,46-60,53187.0,Mid,0,267,211,2,30,7,7,10
4444,Graduation,Married,53,46-60,30023.0,Mid,0,61,11,0,16,7,6,21
146,PhD,Single,65,61-80,76045.0,High,0,1323,760,53,400,17,93,0
6271,PhD,Married,73,61-80,50870.0,Mid,0,63,53,0,8,0,0,2
10065,2n Cycle,Married,55,46-60,15315.0,Low,0,64,7,4,13,15,8,17
4741,2n Cycle,Married,51,46-60,65463.0,High,0,562,391,32,70,21,32,16
246,Graduation,Married,60,46-60,66480.0,High,0,312,199,9,57,20,21,6
375,Graduation,Divorced,71,61-80,76773.0,High,0,1156,516,56,449,86,33,16
1524,2n Cycle,Single,42,31-45,81698.0,High,1,1104,709,45,115,30,160,45
10022,PhD,Single,52,46-60,54466.0,Mid,0,16,12,0,4,0,0,0
7451,Master,Single,65,61-80,98777.0,Very High,0,2008,1000,19,711,125,115,38
11010,PhD,Single,41,31-45,16269.0,Low,0,44,19,3,18,3,1,0
4356,Graduation,Together,54,46-60,71819.0,High,0,1574,1224,28,140,0,14,168
3885,PhD,Married,42,31-45,33569.0,Mid,1,63,16,2,18,3,0,24
1175,Master,Married,42,31-45,36262.0,Mid,1,426,88,39,54,64,28,153
880,Basic,Together,59,46-60,22634.0,Low,0,96,2,23,11,8,6,46
2320,2n Cycle,Married,47,46-60,47025.0,Mid,0,635,508,11,59,23,5,29
850,Graduation,Single,57,46-60,70566.0,High,0,757,381,28,215,84,28,21
4713,PhD,Married,46,46-60,31605.0,Mid,0,125,74,0,42,2,1,6
675,Master,Divorced,52,46-60,52034.0,Mid,0,332,146,0,93,7,13,73
5025,Graduation,Single,46,46-60,48526.0,Mid,0,135,23,17,23,43,20,9
2308,Graduation,Married,71,61-80,46734.0,Mid,0,330,110,5,137,26,23,29
5995,Graduation,Divorced,63,61-80,39552.0,Mid,1,384,165,3,147,4,24,41
6749,Graduation,Single,59,46-60,86358.0,High,0,1722,957,47,494,82,47,95
1010,Graduation,Together,48,46-60,46931.0,Mid,0,78,41,0,17,3,1,16
8977,Basic,Single,40,31-45,16581.0,Low,0,24,1,3,4,2,3,11
4756,2n Cycle,Divorced,73,61-80,63998.0,High,1,1168,176,29,818,0,33,112
3412,Master,Married,74,61-80,67381.0,High,0,957,815,8,53,11,0,70
606,Graduation,Single,58,46-60,25930.0,Low,0,15,6,1,2,2,0,4
5961,Graduation,Married,47,46-60,42693.0,Mid,0,57,8,4,20,6,3,16
2975,Graduation,Together,49,46-60,85606.0,High,0,1956,717,42,864,219,30,84
2894,Graduation,Single,40,31-45,72903.0,High,1,2013,1067,138,750,0,19,39
7613,2n Cycle,Together,51,46-60,49669.0,Mid,0,326,166,5,107,11,8,29
10542,PhD,Married,57,46-60,36778.0,Mid,0,77,29,4,34,2,4,4
8015,PhD,Divorced,63,61-80,85696.0,High,1,1313,714,76,395,116,0,12
10617,Master,Divorced,36,31-45,10979.0,Low,0,30,8,4,10,2,2,4
11166,Graduation,Married,64,61-80,49678.0,Mid,0,315,229,5,56,3,2,20
849,Master,Together,72,61-80,56129.0,Mid,0,660,320,48,133,39,72,48
523,Graduation,Married,36,31-45,37155.0,Mid,0,74,23,0,26,7,15,3
4066,2n Cycle,Divorced,47,46-60,21282.0,Low,0,46,1,5,8,4,8,20
8414,PhD,Single,63,61-80,33419.0,Mid,0,86,56,0,12,0,0,18
819,Graduation,Widow,80,61-80,63285.0,High,0,1103,508,124,249,50,38,134
4961,Master,Together,51,46-60,21255.0,Low,0,61,29,0,25,2,2,3
749,Graduation,Together,44,31-45,42162.0,Mid,1,145,46,7,59,2,4,27
5430,Graduation,Together,69,61-80,54450.0,Mid,0,684,454,0,171,8,19,32
7755,PhD,Married,71,61-80,57744.0,Mid,0,411,350,3,39,0,0,19
10525,Graduation,Single,39,31-45,26576.0,Low,1,27,10,0,8,0,0,9
1453,PhD,Widow,82,,57513.0,Mid,0,1060,735,40,183,52,20,30
8310,Graduation,Together,61,61-80,68142.0,High,0,1459,897,126,196,91,112,37
10710,Graduation,Married,46,46-60,7500.0,Low,0,18,5,2,3,3,0,5
5031,Graduation,Together,51,46-60,83145.0,High,1,1833,777,35,731,39,137,114
2613,Master,Married,65,61-80,54197.0,Mid,0,237,162,6,37,6,13,13
213,PhD,Single,62,61-80,23091.0,Low,0,48,35,0,11,0,0,2
967,Graduation,Married,49,46-60,46049.0,Mid,1,515,342,9,112,19,14,19
1077,Graduation,Together,51,46-60,56715.0,Mid,0,1020,258,105,239,237,172,9
7959,Graduation,Married,64,61-80,79410.0,High,0,1370,658,80,483,123,13,13
640,Graduation,Married,74,61-80,57304.0,Mid,0,1026,356,80,329,138,17,106
4252,Graduation,Married,60,46-60,44375.0,Mid,0,301,213,5,28,7,7,41
8432,Graduation,Together,69,61-80,54450.0,Mid,0,684,454,0,171,8,19,32
6218,Graduation,Married,60,46-60,59594.0,Mid,0,499,457,4,29,0,0,9
6905,Graduation,Together,31,31-45,80685.0,High,0,1004,241,45,604,34,26,54
5922,PhD,Married,51,46-60,40344.0,Mid,0,218,210,0,6,0,0,2
3598,Graduation,Married,53,46-60,62710.0,High,0,606,441,35,83,7,29,11
6116,2n Cycle,Married,57,46-60,48985.0,Mid,0,75,19,13,18,10,7,8
6263,Graduation,Together,57,46-60,35322.0,Mid,0,106,28,9,37,12,7,13
10486,Graduation,Married,77,61-80,77142.0,High,0,990,476,75,162,29,151,97
2410,Graduation,Single,56,46-60,81657.0,High,0,1097,364,40,425,158,60,50
193,Basic,Married,29,18-30,14421.0,Low,0,16,0,0,2,3,3,8
3363,2n Cycle,Married,51,46-60,20130.0,Low,0,34,0,6,3,7,6,12
8278,PhD,Married,35,31-45,74214.0,High,0,1711,863,83,547,86,99,33
10660,Master,Married,68,61-80,66726.0,High,0,438,349,7,35,0,0,47
8686,Basic,Together,46,46-60,23724.0,Low,0,75,5,23,15,0,18,14
1604,Master,Married,65,61-80,47353.0,Mid,0,225,184,2,19,8,8,4
5907,Master,Married,73,61-80,33444.0,Mid,0,18,8,0,8,0,0,2
10669,Graduation,Married,44,31-45,54386.0,Mid,0,470,277,21,64,62,21,25
2918,Graduation,Divorced,44,31-45,28510.0,Low,0,91,44,5,19,0,4,19
5735,Master,Single,34,31-45,90638.0,Very High,0,2525,1156,120,915,94,144,96
359,Graduation,Together,75,61-80,48070.0,Mid,0,504,373,14,83,6,9,19
8387,Graduation,Married,68,61-80,43140.0,Mid,0,235,134,8,76,6,0,11
1829,PhD,Divorced,64,61-80,54959.0,Mid,1,1232,1148,0,60,0,0,24
3839,Basic,Single,67,61-80,15056.0,Low,0,88,6,12,3,21,6,40
9392,Graduation,Single,54,46-60,26954.0,Low,0,17,4,1,11,0,0,1
2292,Graduation,Single,40,31-45,22327.0,Low,0,24,5,4,8,2,0,5
10466,Graduation,Married,60,46-60,44393.0,Mid,0,60,24,2,20,2,2,10
9855,PhD,Single,73,61-80,62000.0,High,0,1020,899,0,101,0,0,20
4088,PhD,Together,63,61-80,31497.0,Mid,0,155,108,1,28,13,1,4
5231,2n Cycle,Married,51,46-60,45894.0,Mid,0,51,27,2,7,0,2,13
590,Master,Divorced,55,46-60,78579.0,High,1,1812,816,66,549,216,66,99
8732,Master,Widow,56,46-60,67369.0,High,1,1461,1298,0,70,37,14,42
2315,Graduation,Divorced,65,61-80,58401.0,Mid,0,96,10,0,11,17,29,29
3515,Graduation,Single,73,61-80,62307.0,High,0,160,87,13,34,10,6,10
2245,Master,Married,56,46-60,43641.0,Mid,0,139,57,2,51,4,2,23
6283,Master,Divorced,57,46-60,63841.0,High,0,908,635,15,100,20,7,131
2246,2n Cycle,Married,60,46-60,46891.0,Mid,0,183,43,12,23,29,15,61
6606,Master,Married,56,46-60,70091.0,High,0,1161,964,34,137,15,0,11
5545,PhD,Married,53,46-60,78075.0,High,0,988,572,8,259,34,35,80
7342,2n Cycle,Widow,64,61-80,59184.0,Mid,0,1072,341,142,113,259,151,66
837,Graduation,Married,48,46-60,54809.0,Mid,0,174,63,6,57,13,13,22
9500,Graduation,Married,66,61-80,58113.0,Mid,0,758,221,104,169,102,78,84
3602,Master,Married,67,61-80,51412.0,Mid,0,195,140,3,29,4,5,14
234,Graduation,Divorced,46,46-60,15287.0,Low,1,31,1,2,8,4,3,13
2995,Master,Together,68,61-80,66636.0,High,0,1084,291,10,689,84,10,0
1118,Master,Married,69,61-80,50965.0,Mid,0,685,544,13,85,8,6,29
7789,PhD,Married,60,46-60,84618.0,High,0,1672,684,100,801,21,66,0
3068,Graduation,Married,35,31-45,18351.0,Low,0,43,1,12,9,0,14,7
8955,PhD,Together,68,61-80,40451.0,Mid,0,49,35,0,4,0,0,10
945,Graduation,Together,60,46-60,36317.0,Mid,0,133,87,3,25,3,2,13
5644,Graduation,Together,68,61-80,42213.0,Mid,0,363,309,3,24,4,3,20
7192,Graduation,Together,70,61-80,65748.0,High,0,545,172,73,93,95,78,34
2324,Graduation,Together,53,46-60,77044.0,High,0,1065,625,38,242,50,34,76
697,Graduation,Together,56,46-60,74918.0,High,0,2047,972,59,913,25,19,59
3439,Graduation,Married,53,46-60,56721.0,Mid,0,296,157,6,39,6,13,75
1506,Graduation,Single,50,46-60,42160.0,Mid,1,140,48,9,45,3,15,20
232,Graduation,Single,60,46-60,61559.0,High,0,530,279,83,88,32,14,34
8876,PhD,Together,62,61-80,33629.0,Mid,0,152,132,0,16,0,0,4
4500,PhD,Together,34,31-45,68682.0,High,0,1598,919,0,505,99,30,45
9739,Graduation,Single,62,61-80,34377.0,Mid,0,114,62,0,22,3,1,26
10395,Basic,Single,39,31-45,8940.0,Low,0,101,1,45,3,4,6,42
1176,Graduation,Married,52,46-60,26228.0,Low,0,25,2,6,4,3,1,9
1627,2n Cycle,Divorced,68,61-80,77297.0,High,0,789,408,61,109,48,122,41
938,Graduation,Married,44,31-45,40211.0,Mid,0,87,51,1,7,2,1,25
2740,PhD,Widow,67,61-80,33438.0,Mid,0,90,62,1,16,3,2,6
257,PhD,Married,66,61-80,75032.0,High,0,1215,952,12,180,47,12,12
4058,PhD,Single,70,61-80,61284.0,High,0,811,618,15,106,20,7,45
7736,Graduation,Married,39,31-45,22518.0,Low,1,61,11,7,12,2,2,27
8210,Master,Married,50,46-60,54730.0,Mid,0,405,318,3,17,4,7,56
833,Master,Married,70,61-80,38452.0,Mid,0,72,56,0,14,0,0,2
6230,Graduation,Divorced,54,46-60,44421.0,Mid,0,189,110,5,59,7,1,7
7325,PhD,Together,39,31-45,38197.0,Mid,0,40,23,0,11,2,1,3
1307,Graduation,Divorced,47,46-60,41986.0,Mid,0,63,27,5,8,8,3,12
1502,Graduation,Together,42,31-45,28427.0,Low,0,52,18,3,19,3,3,6
6211,PhD,Together,49,46-60,37395.0,Mid,0,39,18,0,9,0,1,11
843,Graduation,Married,54,46-60,64722.0,High,0,805,303,0,280,60,147,15
4174,Master,Together,69,61-80,55249.0,Mid,0,130,97,1,19,2,0,11
9757,Graduation,Together,53,46-60,84906.0,High,0,1631,997,15,414,99,30,76
6918,Graduation,Married,36,31-45,28691.0,Low,0,34,5,4,13,8,0,4
286,Graduation,Single,73,61-80,44213.0,Mid,0,152,95,11,35,0,4,7
11086,Basic,Single,41,31-45,25707.0,Low,0,21,1,6,2,3,6,3
1921,PhD,Married,58,46-60,59062.0,Mid,0,71,46,1,12,3,0,9
4138,Graduation,Single,63,61-80,76624.0,High,0,899,411,106,147,54,115,66
7718,Master,Together,78,61-80,66000.0,High,0,711,244,51,270,101,0,45
1291,PhD,Together,47,46-60,27683.0,Low,0,351,152,9,121,12,12,45
6862,Graduation,Divorced,54,46-60,1730.0,Low,0,8,1,1,3,1,1,1
4136,Basic,Single,33,31-45,7500.0,Low,0,119,10,17,18,8,26,40
803,Graduation,Together,57,46-60,40521.0,Mid,0,21,12,0,5,0,0,4
4298,PhD,Together,52,46-60,20427.0,Low,0,10,5,0,4,0,0,1
10833,Graduation,Married,50,46-60,65106.0,High,0,973,790,19,133,12,0,19
9606,PhD,Married,60,46-60,69969.0,High,1,1536,882,29,514,38,29,44
8534,Graduation,Married,73,61-80,67433.0,High,0,992,615,28,259,12,48,30
5153,PhD,Married,58,46-60,77766.0,High,1,1529,1004,59,265,115,59,27
961,Graduation,Married,53,46-60,74716.0,High,0,860,133,27,421,13,195,71
5011,Graduation,Divorced,62,61-80,68118.0,High,0,928,595,23,123,10,23,154
6653,PhD,Married,55,46-60,55158.0,Mid,1,418,293,0,87,4,11,23
9094,2n Cycle,Married,70,61-80,62972.0,High,1,587,313,15,47,20,0,192
810,Graduation,Married,50,46-60,74190.0,High,0,641,151,81,86,168,91,64
5493,Graduation,Married,49,46-60,39356.0,Mid,0,23,15,0,2,0,0,6
2147,Graduation,Together,56,46-60,76653.0,High,0,2279,736,63,946,219,189,126
5107,PhD,Divorced,52,46-60,35860.0,Mid,0,49,15,0,8,4,2,20
3979,PhD,Divorced,42,31-45,90687.0,Very High,1,1779,982,17,672,23,34,51
6049,Master,Together,43,31-45,73450.0,High,0,1804,1142,51,415,90,69,37
8147,Graduation,Married,65,61-80,31454.0,Mid,0,48,28,0,11,0,0,9
1857,Graduation,Single,73,61-80,47139.0,Mid,1,83,46,0,12,0,2,23
3910,Graduation,Divorced,50,46-60,83829.0,High,1,1862,897,161,430,186,161,27
5207,PhD,Married,62,61-80,53378.0,Mid,1,793,489,6,152,8,6,132
11114,Graduation,Together,55,46-60,19656.0,Low,0,84,25,4,9,6,8,32
5429,PhD,Married,77,61-80,45579.0,Mid,0,183,145,1,33,2,1,1
9400,2n Cycle,Single,67,61-80,85485.0,High,0,1383,630,26,611,44,18,54
1740,Graduation,Married,81,,55956.0,Mid,0,999,760,38,104,50,9,38
7488,Master,Single,62,61-80,64191.0,High,0,825,420,15,186,151,38,15
195,Graduation,Single,53,46-60,38808.0,Mid,1,246,125,17,52,3,19,30
635,Master,Married,59,46-60,57183.0,Mid,0,610,464,5,64,7,0,70
7527,Master,Divorced,57,46-60,23748.0,Low,0,76,6,6,29,12,15,8
10319,Graduation,Married,54,46-60,66303.0,High,0,1286,1090,12,96,16,12,60
2296,Master,Married,50,46-60,37368.0,Mid,0,30,3,2,11,2,2,10
10637,Graduation,Married,61,61-80,40800.0,Mid,0,99,24,0,27,8,30,10
2931,Graduation,Divorced,47,46-60,71847.0,High,0,1192,737,21,106,55,63,210
907,Graduation,Married,50,46-60,46149.0,Mid,0,362,254,6,71,4,0,27
3698,Graduation,Together,42,31-45,78687.0,High,1,2130,817,185,687,145,55,241
9516,2n Cycle,Divorced,54,46-60,49118.0,Mid,1,1229,620,54,239,99,98,119
679,PhD,Married,68,61-80,37633.0,Mid,0,38,13,4,20,0,0,1
7384,Master,Together,74,61-80,39767.0,Mid,0,485,113,61,204,34,26,47
5043,Basic,Married,74,61-80,26997.0,Low,0,434,7,23,78,133,49,144
5267,Graduation,Divorced,55,46-60,33986.0,Mid,0,44,16,2,18,2,1,5
339,PhD,Married,53,46-60,57091.0,Mid,1,496,462,0,24,6,0,4
2516,2n Cycle,Married,56,46-60,46831.0,Mid,0,78,22,2,10,6,4,34
9010,Master,Married,53,46-60,83151.0,High,1,2346,968,147,842,137,42,210
378,Graduation,Married,54,46-60,52531.0,Mid,0,794,283,112,151,51,72,125
4808,Graduation,Married,69,61-80,15759.0,Low,0,17,1,2,5,6,0,3
5068,Graduation,Single,54,46-60,22804.0,Low,0,26,14,1,7,2,1,1
7628,2n Cycle,Married,52,46-60,43050.0,Mid,0,76,30,5,24,6,3,8
7128,PhD,Single,48,46-60,42997.0,Mid,0,15,4,0,5,0,1,5
2811,PhD,Single,62,61-80,48918.0,Mid,0,62,52,0,9,0,0,1
3551,Master,Together,71,61-80,60033.0,High,0,198,62,1,57,19,11,48
1663,PhD,Together,47,46-60,34043.0,Mid,0,49,20,2,14,3,0,10
5543,Graduation,Together,59,46-60,57811.0,Mid,0,802,545,7,114,37,21,78
1577,Graduation,Married,79,61-80,78569.0,High,1,1736,558,79,622,207,175,95
10641,Graduation,Single,47,46-60,7500.0,Low,0,57,6,5,4,13,4,25
5336,Master,Together,54,46-60,157733.0,Very High,0,59,39,1,9,2,0,8
6024,Graduation,Together,72,61-80,94384.0,Very High,1,2302,1111,24,790,160,45,172
1878,2n Cycle,Married,40,31-45,23148.0,Low,0,37,4,6,8,6,3,10
3099,Graduation,Divorced,55,46-60,44267.0,Mid,0,310,183,5,65,3,5,49
6055,Graduation,Married,46,46-60,71626.0,High,0,1305,546,72,376,94,145,72
5841,Graduation,Together,59,46-60,60894.0,High,0,832,606,7,155,10,0,54
3972,Graduation,Together,49,46-60,50200.0,Mid,0,401,266,6,51,8,6,64
4394,PhD,Married,60,46-60,81051.0,High,0,1501,1142,29,249,38,29,14
5758,Graduation,Married,43,31-45,65169.0,High,1,1189,1074,0,69,0,0,46
6658,Graduation,Together,53,46-60,59868.0,Mid,0,1194,771,51,154,54,10,154
4603,PhD,Married,65,61-80,65695.0,High,0,656,371,32,189,0,58,6
8427,Master,Single,69,61-80,64857.0,High,0,1540,556,14,717,210,0,43
10260,Master,Together,60,46-60,45143.0,Mid,0,311,202,5,74,11,5,14
7143,2n Cycle,Together,70,61-80,74805.0,High,0,820,209,162,209,41,162,37
8789,2n Cycle,Married,36,31-45,59060.0,Mid,0,274,35,40,111,36,40,12
6197,PhD,Single,63,61-80,27238.0,Low,0,57,37,0,17,0,0,3
4554,Graduation,Together,60,46-60,47009.0,Mid,0,448,171,45,73,59,10,90
4937,2n Cycle,Married,52,46-60,46094.0,Mid,0,44,12,2,20,3,2,5
1920,Graduation,Married,53,46-60,40321.0,Mid,0,102,44,4,21,6,0,27
8749,Graduation,Together,41,31-45,37235.0,Mid,0,61,20,2,9,4,6,20
1650,Master,Married,65,61-80,81843.0,High,0,1643,779,86,537,34,69,138
10377,Master,Together,67,61-80,46692.0,Mid,0,397,170,6,97,24,12,88
9206,Graduation,Together,57,46-60,77382.0,High,0,1121,491,48,231,112,105,134
10971,Graduation,Single,48,46-60,37774.0,Mid,1,473,173,8,107,7,2,176
6398,Basic,Married,51,46-60,18393.0,Low,0,50,7,10,13,16,0,4
9212,Master,Married,63,61-80,72828.0,High,0,1678,1205,0,235,19,14,205
7937,Graduation,Married,43,31-45,24711.0,Low,0,58,10,7,25,6,3,7
839,PhD,Married,50,46-60,45503.0,Mid,0,170,97,4,44,6,1,18
4246,Master,Single,43,31-45,6560.0,Low,0,373,67,11,26,4,3,262
158,PhD,Together,80,61-80,71604.0,High,1,1196,345,53,528,98,75,97
4832,Graduation,Married,46,46-60,27244.0,Low,0,101,6,5,17,3,24,46
5621,Graduation,Married,56,46-60,48752.0,Mid,1,316,73,57,100,71,15,0
1945,Graduation,Married,63,61-80,71434.0,High,0,1400,711,36,217,172,96,168
5147,Graduation,Single,77,61-80,90842.0,Very High,0,1424,774,70,118,182,187,93
2535,Master,Married,47,46-60,88097.0,High,1,844,163,0,480,0,126,75
11039,Graduation,Married,50,46-60,51948.0,Mid,0,311,82,33,54,71,30,41
9495,Graduation,Together,43,31-45,71853.0,High,0,1149,358,108,413,141,97,32
9635,Master,Married,42,31-45,35876.0,Mid,0,129,66,2,40,4,3,14
2173,Graduation,Widow,73,61-80,40049.0,Mid,0,32,13,6,7,0,3,3
942,Graduation,Single,43,31-45,39660.0,Mid,1,299,139,13,78,20,13,36
9386,Graduation,Together,63,61-80,50127.0,Mid,0,320,274,0,21,4,6,15
5510,Master,Married,48,46-60,43263.0,Mid,0,441,262,6,61,0,10,102
873,Master,Married,76,61-80,62845.0,High,1,1178,1099,0,45,0,0,34
2253,Graduation,Married,35,31-45,18929.0,Low,0,85,32,0,8,23,4,18
5181,Basic,Single,43,31-45,24367.0,Low,0,24,2,4,2,0,11,5
979,Graduation,Single,50,46-60,33249.0,Mid,0,112,6,10,21,19,14,42
10390,2n Cycle,Married,66,61-80,26887.0,Low,0,30,6,7,4,3,4,6
4698,PhD,Married,42,31-45,50150.0,Mid,0,410,135,46,92,65,61,11
